"Name","Cuisine","Hours","Price","Good.For","Location","Address","Postal.Code","Lat","Long"
"Matsumoto","Bar, Japanese, Fusion, Seafood, Vegetarian Friendly",NA,"$$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks","Outram","1 Tras Link#01-16 Orchid HotelSingapore (078867) ","078867","1.27693674900724","103.843847224885"
"Matsuya Dining","Japanese, Seafood","Mon-Sun: 11:30am-2:30pm, 6-10:30pm","$$$","Business Meetings, Fine Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","City Hall, Bugis","15 Beach Road#01-01Beach CentreSingapore (189677) ","189677","1.29581740784512","103.855503631917"
"Maya's Kitchen","Indian, Vegetarian Friendly","Mon-Sun: 8am-2am","$$","Casual Dining, Kid Friendly","Little India, Lavender","500 Jalan Sultan#01-11Singapore (199020) ","199020","1.30577390776897","103.860395725808"
"Meating Place","Bar, Steakhouse, Modern Asian","Tue-Fri: 11am-2pm (Last Order: 2pm), 6-10:30pm (Last Order: 9pm)Sat: 5-10:30pm (Last Order: 9pm)Closed Monday & Sunday","$$$","Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner","Bugis","7 Fraser Street#01-27Duo GalleriaSingapore (189356) ","189356","1.29953434891664","103.85840168774"
"MeatSmith (Little India)","American, Bar, Steakhouse, BBQ","Tue-Sun: 11:30am-9pmClosed Monday","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks","Little India","21 Campbell LaneSingapore (209894) ","209894","1.30550202729198","103.85247850871"
"MeatSmith (Telok Ayer)","American, BBQ","Mon-Sun: 11:30am-3:30pm, 5:30-10pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks","Tanjong Pagar, Club Street, Telok Ayer","167 Telok Ayer StreetSingapore (068618) ","068618","1.28014621034176","103.847500019036"
"The Mediterranean Deli Turk","Middle Eastern, Seafood, Vegetarian Friendly, Vegetarian","Mon-Sun: 11am-10pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Holland Village","34B Lorong Mambong Holland Village Singapore (277691) ","277691","1.31178806835593","103.794645093006"
"MediumRare by Saveur","Steakhouse","Mon-Fri: 12-2:3pm, 5-10pm (Last Order: 9:30pm)Sat-Sun: 12-10pm (Last Order 9:30pm)","$$","Business Meetings, Casual Dining, Drinks, Quiet Dinner","Tampines","2 Tampines Central 5#01-35Century SquareSingapore (529509) ","529509","1.35229139706407","103.943849611798"
"Meet & Meat - Street Food","French, Italian, Fusion, Steakhouse, All-Day Breakfast, Cafe, Burgers, BBQ","Mon-Sun: 11:30am-10:30pmClosed Tuesday","$$","Casual Dining, Kid Friendly, Drinks, Private Functions","East Coast","37 East Coast RoadSingapore (428755) ","428755","1.30485331189355","103.902888095333"
"Melben Seafood Restaurant","Chinese, Seafood","Mon-Sun: 11:30am-10pm","$$$$$","Business Meetings, Casual Dining, Large Parties (16+)","Pasir Ris","1 Pasir Ris Close#01-302/303Market Square @ Downtown East E!AvenueSingapore (519599) ","519599","1.3766980678365","103.95514122442"
"Mellben Signature","Chinese, Malaysian, Seafood, Local","Mon-Sun: 11:30am-2pm, 5-10:15pm","$$","Al Fresco, Business Meetings, City Views, Kid Friendly, Large Parties (16+)","Tanjong Pagar","7 Tanjong Pagar Plaza#01-105Singapore (081007) ","081007","1.27712012183459","103.843117743777"
"Melt Cafe","Buffet, International","Mon-Sun: 12-2:30pm, 6:30-9:30pm","$$$$","Business Meetings, Large Parties (16+)","City Hall, Marina Bay, Promenade, Marina Central","5 Raffles AvenueThe Mandarin OrientalSingapore (039797) ","039797","1.29055546605198","103.858457381474"
"MEMO","American, All-Day Breakfast, Cafe","Mon-Sun: 8:30am-7:30pm","$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Pet Friendly, Quiet Dinner","Robertson Quay","3 Nanson RoadStudio M Hotel SingaporeSingapore (238910) ","238910","1.29080253875441","103.839151293259"
"Menbaka Kyoto Fire Ramen","Japanese, Vegetarian Friendly","Mon-Thu: 12-3pm, 5-9pmFri-Sat: 11:30am-3:30pm, 4:30-10pmSun: 11:30am-3:30pm, 4:30-9pm","$$","City Views, Casual Dining, Kid Friendly, Romantic Dates","Orchard","8 Grange Road#05-03Cineleisure OrchardSingapore (239695) ","239695","1.30149743415611","103.836444791568"
"Meta Restaurant","Korean, Modern Asian","Tue-Thu: 6-8:30pmFri-Sat: 12-1:30pm, 6:30-8:30pmClosed Monday & Sunday","$$$","Business Meetings, Fine Dining, Private Functions, Romantic Dates","Chinatown, Keong Saik","1 Keong Saik RoadSingapore (089109) ","089109","1.27891832141462","103.841421971652"
"Metropolitan YMCA Singapore","Chinese, Indonesian, Malaysian, International, Seafood, Vegetarian Friendly, Local, Southeast Asian, Peranakan, Cafe, Zi Char","Mon-Sun: 11.30am-10pm (Last Order: 9:30pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Bukit Timah, Newton, Orchard, Tanglin","60 Stevens RoadSingapore (257854) ","257854","1.31661312897699","103.826149850948"
"Mezza9","Bar, Chinese, Japanese, Thai, International, Seafood, Steakhouse, Vegetarian Friendly, Local","Mon-Wed: 12-2:30pm, 6-10pmThu-Sat: 6-10pm (Last Order: 9pm)Sun: 12-3pm, 6-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Orchard","10 Scotts RoadGrand HyattSingapore (228211) ","228211","1.30637300291267","103.833257176622"
"Mikoto Singapore","Japanese","Tue-Thu: 6pm-12amFri-Sun: 6pm-3amClosed Monday","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Large Parties (16+)","Robertson Quay","60 Robertson Quay#01-12Singapore (238252) ","238252","1.29008339576408","103.839199219609"
"Mikuni","Seafood, Vegetarian Friendly, BBQ","Mon-Sat: 12-2:30pm, 6-10pmClosed Sunday","$$$$","Business Meetings, Private Functions, Quiet Dinner","City Hall","80 Bras Basah RoadLevel 3Fairmont SingaporeSingapore (189560) ","189560","1.29401984307381","103.853985655061"
"Mimi Restaurant","Chinese, Modern Asian","Tue-Fri: 6-10:30pmSat-Sun: 11am-3pm, 6-10:30pmClosed Monday","$$$","Casual Dining, Drinks, Private Functions","Clarke Quay","3A River Valley RoadLevel 2Singapore (179020) ","179020","1.28996279121582","103.845025975148"
"Miraku","Japanese","Mon-Sat: 11:30am-3pm, 6-10pmClosed Sunday","$$$$","Casual Dining, Drinks, Private Functions, Quiet Dinner","Chinatown","3 Pickering Street#01-31Nankin RowSingapore (048660) ","048660","1.28436800095842","103.847363778038"
"Misaki Japanese Restaurant","Japanese","Mon-Fri: 11:30am-2:30pm, 6-10pmSat: 6-10pmClosed Sunday","$$","Business Meetings, Casual Dining, Drinks, Quiet Dinner, Romantic Dates","Marina Bay","12 Marina Boulevard#02-08Marina Bay Financial Centre Tower 3Singapore (018982) ","018982","1.27910567828192","103.854297424273"
"Miska Cafe (Sentosa)","Bar, Italian, All-Day Breakfast, Greek, Vegetarian Friendly, Cafe","Mon-Fri: 10am-10pmSat-Sun: 9am-10pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner, Large Parties (16+)","Sentosa","31 Ocean Way#01-07Quayside IsleSentosa CoveSingapore (098375) ","098375","1.24706997908317","103.842182970325"
"Mitsu Sushi Bar","Japanese, Seafood","Mon-Sun: 12-3pm, 6-10:30pm","$$$$","Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Tanjong Pagar, Duxton","21 Duxton RoadSingapore (089487) ","089487","1.27948385075323","103.843443280094"
"Mitsuba Japanese Restaurant","Japanese",NA,"$$","Business Meetings, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner","Clarke Quay","6 Eu Tong Sen Street#03-88The CentralSingapore (059817) ","059817","1.2888737988701","103.846797382693"
"Miyu","Japanese","Mon-Fri: 12-2:30pm, 6:30-10:30pmSat: 12-1:45, 6:30-9pmClosed Sunday","$$$","Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Tanjong Pagar","74 Duxton RoadSingapore (089533) ","089533","1.27826696666785","103.84303482581"
"Mizuki","Japanese","Tue-Sun: 11:30am-3pm, 6-10:30pmClosed Monday","$$$$$","Business Meetings, Fine Dining, Quiet Dinner, Romantic Dates","Orchard","391 Orchard Road #05-32Ngee Ann City Podium BlockSingapore (238872) ","238872","1.30242417189411","103.834676124723"
"Mizume","Japanese","Mon-Sat: 12-2:30pm, 6-10pmClosed Sunday","$$$","Business Meetings, Fine Dining, Casual Dining, Private Functions, Quiet Dinner, Romantic Dates","Clarke Quay","41 Hong Kong Street#01-01Singapore (059680) ","059680","1.28723476178997","103.847485425241"
"Mizuya (Cavan)","Japanese","Mon-Sat: 12-2:30pm (Last Order: 1:45pm), 6:30-11pm (Last Order: 9:30pm)Closed Sunday","$$$","Business Meetings, Fine Dining, Casual Dining, Drinks, Private Functions, Quiet Dinner","Jalan Besar","11 Cavan Road#01-04Cavan SuitesSingapore (209848) ","209848","1.31099855930995","103.861155186704"
"Mizuya (Orchid Hotel @ Tras Link)","Japanese","Mon-Sat: 12-2:30pm (Last Order: 1:15pm), 6:30-10:30pm(Last Order: 8:30pm)Closed Sunday","$$$","Fine Dining, Casual Dining, Private Functions, Quiet Dinner","Outram","1 Tras Link#01-12Orchid HotelSingapore (078867) ","078867","1.27693674900724","103.843847224885"
"MO BAR","Bar","Mon-Fri: 3-10:30pmSat-Sun: 12-10:30pm","$$","City Views, Drinks, Quiet Dinner, Romantic Dates","City Hall, Marina Bay, Promenade, Marina Central","5 Raffles AvenueThe Mandarin OrientalSingapore (039797) ","039797","1.29055546605198","103.858457381474"
"MoboMoga","Bar, Japanese",NA,"$$$$","Business Meetings, Casual Dining, Drinks, Quiet Dinner","Robertson Quay","207 River Valley Road#01-58UE Square River WingSingapore (238275) ","238275","1.29310526554177","103.841805509441"
"Moghul Mahal Restaurant","Indian","Mon-Sun: 11:30am- 2:30pm, 6:30pm-11:30pm","$$","Business Meetings, Quiet Dinner","Little India","2 Tessensohn Road#03-01Khalsa AssociationSingapore (217646) ","217646","1.31649300843498","103.856941466502"
"Molly Malone’s Irish Pub","Bar, Vegetarian Friendly","Mon-Fri: 11am-10pmSat: 12pm-10pmClosed Sunday","$$","Business Meetings, Casual Dining, Drinks","Boat Quay","56 Circular RoadSingapore (049411) ","049411","1.28595055556789","103.849302789116"
"Mondo Mio Italian Restaurant & Bar","Bar, Italian, Vegetarian Friendly","Mon-Sun: 12-10:30pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner, Large Parties (16+)","Robertson Quay","30 Robertson Quay#01-02A/03Riverside ViewSingapore (238251) ","238251","1.29123960983988","103.841280608041"
"Monster Curry (Bugis)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Bugis","200 Victoria Street#B1-04/K24Bugis JunctionSingapore (608549) ","608549","1.3325523295069","103.743262234833"
"Monster Curry (Chinatown Point)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Chinatown","133 New Bridge Road#02-45/46Chinatown PointSingapore (059413) ","059413","1.28518516098542","103.844942912274"
"Monster Curry (ION)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Orchard","2 Orchard Turn#B4-52ION OrchardSingapore (238801) ","238801","1.30473094842364","103.831465536872"
"Monster Curry (Jurong Point)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Jurong","63 Jurong West Central 3#03-57Jurong Point 2Singapore (648331) ","648331","1.33931504032005","103.705350996191"
"Monster Curry (NEX)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Serangoon","23 Serangoon Central#B1-08Nex SerangoonSingapore (556083) ","556083","1.35088882151724","103.87211567247"
"Monster Curry (Northpoint City)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Yishun","1 Northpoint Drive#B1-102Northpoint CitySingapore (768019) ","768019","1.42875460572994","103.836324536111"
"Monster Curry (Novena)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Novena","238 Thomson Road#02-78/79Novena SquareSingapore (307683) ","307683","1.32045851808392","103.843840430508"
"Monster Curry (Suntec City)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Promenade","3 Temasek Boulevard#02-377/378Suntec City MallSingapore (038983) ","038983","1.29432416524256","103.860371993025"
"Monster Curry (Tampines 1)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Tampines","10 Tampines Central 1#01-08/09/10Tampines OneSingapore (529536) ","529536","1.35420430432819","103.945051968029"
"Monster Curry (VivoCity)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Harbourfront","1 Habourfront Walk#02-126/127 & 129VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"Monster Curry (Waterway Point)","Japanese","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Punggol","83 Punggol Central#02-25Waterway PointSingapore (828761) ","828761","1.40643915592695","103.902172250042"
"Monster Planet (Causeway Point)","Japanese, Halal Certified","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Woodlands","1 Woodlands Square#05-13Causeway PointSingapore (738099) ","738099","1.43592702612215","103.786047454862"
"Monster Planet (Jem)","Japanese, Halal Certified","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Jurong","50 Jurong Gateway Road#01-07 JemSingapore (608549) ","608549","1.3325523295069","103.743262234833"
"Monster Planet (Jewel)","Japanese","Mon-Sun: 11am-10pm","$$","Business Meetings, Casual Dining, Kid Friendly","Changi","78 Airport Boulevard #03-200 JEWEL Changi Airport Singapore (819666) ","819666","1.35993782064432","103.990002942162"
"Monster Planet (Paya Lebar Square)","Japanese, Halal Certified","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Paya Lebar","60 Paya Lebar Road#01-57Paya Lebar SquareSingapore (409051) ","409051","1.31881486980278","103.892580778242"
"Monster Planet (The Centrepoint)","Japanese, Halal Certified","Mon-Sun: 11am-10pm","$$","Casual Dining, Kid Friendly","Orchard","176 Orchard Road#01-33C/DThe Centre PointSingapore (238843) ","238843","1.30151446722773","103.840054426935"
"Monte Risaia","Japanese, Italian","Mon-Sat: 12-2pm (Last Order: 2pm), 5-10pm (Last Order: 10pm)Closed Sunday","$$$$","Business Meetings, Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","Duxton","59 Duxton RoadSingapore (089523) ","089523","1.27793713794169","103.843211021395"
"Monti","Modern European, Italian","Mon-Fri: 11am-10:30pmSat-Sun: 9am-10:30pm","$$$$","Business Meetings, City Views, Fine Dining, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Fullerton, Raffles Place","82 Collyer QuayThe Fullerton PavilionSingapore (049327) ","049327","1.28463719599639","103.854016142604"
"MOONBOW","Modern European, Modern Asian","Mon-Thu: 11:30am-3pm (Last Order: 2:30pm), 6-10:30pm (Last Order: 9:30pm)Fri: 11:30am-3pm (Last Order: 2:30pm), 6-10:30pm (Last Order: 9:30pm)Sat-Sun: 11am-3pm (Last Order: 2:30pm), 6-10:30pm (Last Order: 9:30pm)Royal Midday High Tea Menu OnlyFri-Sun: 3-5pm","$$$$","Al Fresco, Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions, Romantic Dates","Dempsey","10 Dempsey Road#01-21Singapore (247700) ","247700","1.30329767270241","103.81041169174"
"Moonstone","Bar, Southeast Asian, Modern Asian",NA,"$$","Business Meetings, Casual Dining, Drinks","Telok Ayer","103 Amoy StreetSingapore (069923) ","069923","1.2817092035505","103.847335804272"
"Moosehead Kitchen and Bar","Mediterranean","Mon-Sat: 11:30am-2:30pm, 6-10:30pmClosed Sunday","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Romantic Dates","Chinatown, Raffles Place, Tanjong Pagar, Telok Ayer","110 Telok Ayer StreetSingapore (068579) ","068579","1.28212396415987","103.848240551309"
"Morganfield’s® Suntec City","American, Bar, Burgers, BBQ","Sun-Thu & PH: 11am-10pmFri-Sat & Eve of PH: 11am-11pm","$$","Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Promenade","3 Temasek Boulevard#01-645/646Suntec CitySingapore (038983) ","038983","1.29432416524256","103.860371993025"
"Morganfield’s® VivoCity","American, Bar, Burgers, BBQ","Sun-Thu & PH: 11am-10pmFri-Sat & PH Eve: 11am-11pm","$$","Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Harbourfront","1 Harbourfront Walk#01-51AVivoCity Singapore (098585) ","098585","1.26427054261311","103.822476140813"
"Morsels","Fusion","Tue-Thu: 12-3pm, 6-10pmFri-Sat: 12-3pm, 6-10:30pmSun: 11am-3pmClosed Monday","$$$$","Casual Dining, Drinks, Private Functions, Romantic Dates","Dempsey","25 Dempsey Road#01-04Singapore (249670) ","249670","1.30556776614574","103.811956153606"
"Morton's The Steakhouse","American, Bar, Steakhouse, Vegetarian Friendly, Cajun","Mon-Sat: 5:30-11pmSun: 12-9pm","$$$$$","Business Meetings, Fine Dining, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","City Hall, Marina Bay, Promenade, Marina Central","5 Raffles Avenue4th FloorMandarin Oriental SingaporeSingapore (039797) ","039797","1.29055546605198","103.858457381474"
"Mouth Restaurant","Chinese, Seafood, Vegetarian Friendly, Dim Sum, Zi Char","Mon-Fri: 11:30am-3pm, 6-10pmSat-Sun: 10am-4pm, 6-10pm","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Large Parties (16+)","Tanjong Pagar","38 Maxwell Road#01-01Air View BuildingSingapore (069116) ","069116","1.27906414553361","103.845030482727"
"Mrs Pho House Takashimaya S.C.","Vietnamese, Seafood, Steamboat, Zi Char, BBQ","Mon-Sun: 11:30am-3pm (Last Order: 2:30pm), 5:30-10pm (Last Order: 9:30pm)","$$$","Business Meetings, Casual Dining, Kid Friendly, Romantic Dates","Orchard","391 Orchard Road#B2-36ATakashimaya S.C.Singapore (238872) ","238872","1.30242417189411","103.834676124723"
"Ms Durian","Local, Cafe, Dessert Only",NA,"$$$","Business Meetings, Casual Dining, Romantic Dates","Jalan Besar","11 Kelantan RoadSingapore (208604) ","208604","1.30587189559013","103.856453090933"
"MY Cafe & Bar","American, Bar, All-Day Breakfast, Vegetarian Friendly, Cafe, Burgers","Mon-Fri: 7am-10pmSat-Sun & PH: 10:30am-10pmClosed Tuesday","$$","Casual Dining, Kid Friendly, Drinks, Quiet Dinner, Romantic Dates, Large Parties (16+)","Balestier","207 Balestier RoadSingapore (329683) ","329683","1.32095396089287","103.852301346749"
"My Little Spanish Place (Boat Quay)","Spanish","Mon-Sa & PH: 12-2:30pm, 5pm-12amClosed Sunday","$$$","Casual Dining, Drinks, Private Functions, Quiet Dinner","Boat Quay, Raffles Place","54 Boat QuaySingapore (049843) ","049843","1.28715094684398","103.849253420684"
"My Little Spanish Place (Bukit Timah)","Spanish","Tue-Fri: 6:30-11pmSat-Sun, PH: 9:30am-3pm, 6:30-11pmClosed Monday","$$$$","Casual Dining, Drinks, Large Parties (16+)","Bukit Timah","619 Bukit Timah RoadSingapore (269720) ","269720","1.32443269589773","103.809270346757"
"My Little Tapas Bar","Bar, Spanish","Mon-Fri: 11:30am-2:30pm, 5pm-12amSat & Sun: 6pm-12am","$$$","Casual Dining, Drinks, Private Functions","Chinatown, Tanjong Pagar","14 Ann Siang RoadSingapore (069694) ","069694","1.28117535230488","103.845497139928"
"NAE:UM Restaurant","Korean, French, Fusion",NA,"$$$$","Business Meetings, Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","Telok Ayer","161 Telok Ayer StreetSingapore (068615) ","068615","1.28029089673509","103.847571462644"
"Nalan Restaurant","Indian, All-Day Breakfast, Vegetarian","Mon-Sun: 10am-10pm","$$","Casual Dining, Kid Friendly, Quiet Dinner, Large Parties (16+)","City Hall","13 Stamford Road#B2-54Capitol PiazzaSingapore (178905) ","178905","1.29307884763132","103.851261982149"
"Nalati Restaurant & Events","Chinese, Fusion, Local, Cafe, Burgers","Mon-Sat: 10:30am-8pmClosed Sunday","$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Raffles Place","9 Raffles PlaceLevel 1 & 2, (Walk in via Distrii Main Entrance)Republic Plaza 1Singapore (048619) ","048619","1.2828873744144","103.850848813815"
"NAMI","Japanese","Wed-Sun: 12-2pm, 6-10pm (Last Order: 9:30pm)Closed Monday and Tuesday","$$$$","Business Meetings, Fine Dining, Drinks, Private Functions, Quiet Dinner","Orchard, Tanglin","22 Orange Grove RoadOrigin GrillTower WingShangri-La SingaporeSingapore (258350) ","258350","1.31122438238089","103.826788133417"
"Nan Jing Restaurant","Chinese, Seafood, Local",NA,"$$","Casual Dining, Drinks, Private Functions, Large Parties (16+)","Bugis","500 Jalan Sultan#01-10Singapore (199020) ","199020","1.30577390776897","103.860395725808"
"Nanami Izakaya","Japanese","Mon-Fri: 11:30am-3pm (Last Order: 2:30pm), 5-11pm (Last Order: 10pm)Sat-Sun: 5-11pm (Last Order: 10pm)​","$$$","Business Meetings, Casual Dining, Drinks","Tanjong Pagar","8 Enggor Street#01-04Singapore (079718) ","079718","1.27464397804711","103.844741587315"
"Nanbantei Japanese Restaurant (Chinatown Point)","Japanese, Vegetarian Friendly","Mon-Sun: 11:45am-2:30pm, 5:45-10pm","$$$","Casual Dining, Quiet Dinner","Chinatown","133 New Bridge Road#02-40Chinatown PointSingapore (059413) ","059413","1.28518516098542","103.844942912274"
"Nanbantei Japanese Restaurant (Far East Plaza)","Japanese, Vegetarian Friendly","Mon-Sat: 11:45am-2:30pm, 6-10:30pmSun: 11:45am-2:30pm, 5:30-10pm","$$$","Casual Dining","Orchard","14 Scotts Road#05-132Far East PlazaSingapore (228213) ","228213","1.30726606438138","103.833735289647"
"Nanjing Impressions","Chinese, Dim Sum","Mon-Sun: 11am-9pm","$$","Business Meetings, Casual Dining, Quiet Dinner","Dhoby Ghaut","68 Orchard Road#04-46Plaza SingapuraSingapore (238839) ","238839","1.30082071769235","103.845067272938"
"Nanyang Culinary Club","Chinese, Local, Steamboat","Mon-Sun: 11am-9pm","$$","Casual Dining, Kid Friendly, Private Functions, Quiet Dinner, Romantic Dates","Jalan Besar","8 Perak Road Singapore (208129) ","208129","1.3045621335058","103.853029294264"
"Napoleon Food & Wine Bar","Bar, Modern European, French","Mon-Sat: 12-2:30pm, 6-10:30pmClosed Sunday","$$","Al Fresco, Business Meetings, Drinks, Private Functions, Romantic Dates","Raffles Place, Tanjong Pagar, Club Street, Telok Ayer","206 Telok Ayer StreetSingapore (068641) ","068641","1.28004513291312","103.84707573055"
"Napolizz Pizza @ Anson","Italian","Mon-Sun: 11am-10:30pm (Last Order: 10pm)","$$$","Al Fresco, Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks","Tanjong Pagar","72 Anson Road #01-02AAnson HouseSingapore (079911) ","079911","1.27387959086363","103.844426391011"
"Napolizz Pizza @ GrandStand","Bar, Italian","Tue-Sun: 11am-10:30pmClosed Monday","$$","Casual Dining, Kid Friendly, Drinks","Bukit Timah","200 Turf Club Road#01-15BThe Grand StandSingapore (287994)","287994","1.33879673523931","103.793256122847"
"Nasrin Restaurant","Middle Eastern, Seafood, Vegetarian Friendly, Caribbean, BBQ","Sun-Thu: 10am-11pmFri-Sat: 10am-12am","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks","Bugis","58 Arab StreetKampong GlamSingapore (199755) ","199755","1.30110002421987","103.859479490804"
"Nassim Hill (Killiney)","Bar, International, All-Day Breakfast, Vegetarian Friendly, Cafe",NA,"$$","Al Fresco, Business Meetings, City Views, Casual Dining, Drinks, Romantic Dates","Orchard","1 Killiney RoadLevel 2Singapore (239518) ","239518","1.30013981944706","103.840687954187"
"Nassim Hill (Tanglin)","American, Seafood, All-Day Breakfast, Cafe, Burgers","Tue-Sun: 8am-10pmClosed Monday","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Tanglin","56 Tanglin Road#01-03Tanglin Post OfficeSingapore (247964) ","247964","1.30561167112637","103.822962948283"
"National Kitchen by Violet Oon (National Gallery)","Vegetarian Friendly, Local, Peranakan","Mon-Fri: 12-3pm (Last Order: 2:30pm), 6-10:30pm (Last Order: 9:30pm)Sat-Sun: 12-3pm (Last Order: 2:30pm), 3-5pm (Last Order: 4pm), 6-10:30pm (Last Order: 9:30pm)","$$$","Al Fresco, Business Meetings, Drinks, Private Functions","City Hall","1 St Andrew's Road#02-01National Gallery Singapore (City Hall Wing)Singapore (178957) ","178957","1.29065533812994","103.851708013559"
"Native Kitchen","International, Local","Mon-Sun: 12-10pm","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks","Sentosa","10 Artillery Avenue#02-02Village Hotel at SentosaSingapore (099951) ","099951","1.25222767333077","103.819973629171"
"Nee Yakitori and Bar","Japanese, Modern Asian","Mon-Sun: 5-10:30pm","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks","Marine Parade","325 Joo Chiat Road Singapore (427582) ","427582","1.30919526546916","103.902723015313"
"Nemesis","American, Vegetarian Friendly","Mon-Sat: 5:30-10:30pmClosed Sunday","$$","Al Fresco, Casual Dining, Drinks, Romantic Dates","Duxton","37 Duxton HillSingapore (089615) ","089615","1.27846033724827","103.842865551838"
"Neon Pigeon","Japanese","Mon-Fri: 5:30-10:30pmSat-Sun: 11:30am-2:30pm, 5:30-10:30pm","$$$","Casual Dining, Drinks, Romantic Dates","Boat Quay","36 Carpenter Street#01-01Singapore (059915) ","059915","1.28797055262351","103.847669086402"
"Nest at One Farrer","Fusion, International, Local","Mon-Sun: 12-2:30pm, 6-10pm","$$$$","Business Meetings, City Views, Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","Little India","1 Farrer Park Station RoadOne Farrer HotelSingapore (217562) ","217562","1.31247324104741","103.853929521964"
"New Fut Kai Vegetarian 新佛界素食","Chinese, Fusion, Vegetarian","Tue-Sun & PH : 10am-2:30pm, 5:30-10pmClosed Monday","$$$","Business Meetings, Casual Dining, Kid Friendly","Jalan Besar","282B Jalan BesarSingapore (208945) ","208945","1.31042892878181","103.858824792877"
"New Ubin CHIJMES","Seafood, Vegetarian Friendly, Local, Zi Char","Mon-Sun: 11am-3pm, 5:30-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","City Hall, CHIJMES","30 Victoria Street#02-01B/CCHIJMESSingapore (187996) ","187996","1.29479670956332","103.852573366033"
"New Ubin Tampines","Seafood, Local, Zi Char","Tue-Sun: 11am-3pm, 5:30-10pmClosed Monday","$$","Al Fresco, Casual Dining","Tampines","18 Tampines Industrial Crescent#01-16Singapore (528605) ","528605","1.37597556178563","103.929043001786"
"New Ubin Zhongshan Park","Seafood, Vegetarian Friendly, Local, Zi Char",NA,"$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Balestier","16 Ah Hood RoadRamada by Wyndham SingaporeZhongshan ParkSingapore (329982) ","329982","1.32694504484324","103.846554377679"
"Ni Pang Zi Grilled Fish","Chinese, Steamboat, BBQ","Mon-Sun: 11:30am-11pm","$$","City Views, Casual Dining, Quiet Dinner","Boat Quay","77 Boat QuaySingapore (049865) ","049865","1.28824904310437","103.849185643277"
